,Assists,Deaths,GPM,Kills,Match Counter,Match ID,Match Length (s),Player ID,Player Slot,Win Y/N,XPM
21945,13,2,791,19,1,804119704,1959,86740711,130,1,873
21946,9,3,588,11,1,804119704,1959,4294967295,131,1,658
21947,10,5,425,4,1,804119704,1959,100599348,132,1,482
21948,8,9,360,6,1,749076505,2401,4354485,0,0,437
21949,7,12,250,4,1,749076505,2401,53515020,1,0,227
21950,11,8,358,4,1,749076505,2401,54531414,2,0,474
21951,11,12,327,6,1,749076505,2401,113853993,3,0,302
21952,12,6,390,6,1,749076505,2401,59643911,4,0,456
21953,20,7,521,7,1,749076505,2401,46667982,128,1,563
21954,13,5,463,10,1,749076505,2401,32307910,129,1,544
21955,21,2,731,19,1,749076505,2401,86740711,130,1,823
21956,14,8,411,8,1,749076505,2401,30999748,131,1,432
21957,10,6,312,2,1,749076505,2401,1049332,132,1,323
21958,2,9,259,2,1,728000857,1884,4294967295,0,0,292
21959,3,8,190,0,1,728000857,1884,4294967295,1,0,256
21960,6,4,182,1,1,728000857,1884,32645571,2,0,191
21961,2,7,303,5,1,728000857,1884,56335557,3,0,357
21962,1,4,442,1,1,728000857,1884,45325122,4,0,540
21963,9,2,572,12,1,728000857,1884,86740711,128,1,587
21964,3,2,403,2,1,728000857,1884,47067153,129,1,385
21965,9,3,495,6,1,728000857,1884,30999748,130,1,576
21966,7,3,240,1,1,728000857,1884,1049332,131,1,249
21967,10,1,691,8,1,728000857,1884,46667982,132,1,614
21968,3,10,207,3,1,557546410,1653,4294967295,0,0,274
21969,4,6,191,1,1,557546410,1653,11681545,1,0,245
21970,7,8,295,2,1,557546410,1653,4294967295,2,0,321
21971,11,12,231,4,1,557546410,1653,4294967295,3,0,312
21972,8,10,315,9,1,557546410,1653,4294967295,4,0,497
21973,15,2,647,7,1,557546410,1653,46667982,128,1,623
21974,7,7,359,2,1,557546410,1653,1049332,129,1,307
21975,10,2,544,6,1,557546410,1653,30999748,130,1,684
21976,11,7,652,12,1,557546410,1653,100599348,131,1,656
21977,11,2,807,19,1,557546410,1653,86740711,132,1,920
21978,2,7,260,0,1,350087110,1745,151016563,0,0,311
21979,1,8,234,1,1,350087110,1745,151025285,1,0,245
21980,2,7,142,2,1,350087110,1745,100599348,2,0,133
21981,1,3,290,2,1,350087110,1745,46667982,3,0,259
21982,4,9,129,1,1,350087110,1745,29323809,4,0,180
21983,14,1,572,8,1,350087110,1745,92078427,128,1,441
21984,16,1,440,3,1,350087110,1745,86777194,129,1,446
21985,15,3,346,4,1,350087110,1745,113593330,130,1,310
21986,14,0,406,12,1,350087110,1745,103846023,131,1,368
21987,14,1,437,7,1,350087110,1745,4294967295,132,1,427
21988,5,7,264,3,1,319723423,1597,4294967295,0,0,330
21989,4,6,312,4,1,319723423,1597,100599348,1,0,461
21990,0,9,119,0,1,319723423,1597,1049332,2,0,104
21991,1,8,219,4,1,319723423,1597,86740711,3,0,245
21992,7,6,251,0,1,319723423,1597,46667982,4,0,228
21993,14,2,555,14,1,319723423,1597,43897340,128,1,682
21994,1,0,800,9,1,319723423,1597,4294967295,129,1,664
21995,7,3,362,4,1,319723423,1597,103964220,130,1,352
21996,11,4,376,5,1,319723423,1597,132145393,131,1,353
21997,8,3,277,2,1,319723423,1597,40884095,132,1,305
21998,19,10,256,1,1,308990760,2351,16791163,0,0,415
21999,6,11,278,10,1,308990760,2351,4294967295,1,0,409
22000,11,12,406,6,1,308990760,2351,111413862,2,0,448
22001,7,8,290,8,1,308990760,2351,4294967295,3,0,327
22002,13,6,274,7,1,308990760,2351,97844567,4,0,457
22003,10,6,506,17,1,308990760,2351,4294967295,128,1,568
22004,12,11,400,15,1,308990760,2351,91192220,129,1,492
22005,9,5,567,6,1,308990760,2351,117595848,130,1,630
22006,17,6,381,3,1,308990760,2351,100599348,131,1,511
22007,13,5,529,2,1,308990760,2351,46667982,132,1,559
22008,8,8,447,12,1,202958287,2281,46667982,0,0,646
22009,9,12,385,12,1,202958287,2281,100599348,1,0,497
22010,8,6,255,3,1,202958287,2281,72363148,2,0,351
22011,8,13,201,3,1,202958287,2281,1049332,3,0,276
22012,10,8,213,5,1,202958287,2281,4294967295,4,0,304
22013,27,11,316,3,1,202958287,2281,76011536,128,1,372
22014,16,5,364,5,1,202958287,2281,86744733,129,1,550
22015,9,7,585,15,1,202958287,2281,4294967295,130,1,851
22016,8,6,498,10,1,202958287,2281,83325271,131,1,622
22017,9,7,411,10,1,202958287,2281,4294967295,132,1,533
22018,0,5,174,1,1,182559436,1005,93101292,0,0,195
22019,1,3,241,1,1,182559436,1005,4294967295,1,0,223
22020,0,3,183,1,1,182559436,1005,4294967295,2,0,130
22021,0,2,132,0,1,182559436,1005,4294967295,3,0,93
22022,1,3,248,0,1,182559436,1005,46667982,4,0,231
22023,3,1,491,3,1,182559436,1005,24484461,128,1,378
22024,6,0,441,4,1,182559436,1005,43843085,129,1,359
22025,5,2,437,1,1,182559436,1005,30835524,130,1,380
22026,2,0,472,5,1,182559436,1005,41736622,131,1,422
22027,4,1,481,3,1,182559436,1005,4294967295,132,1,380
22028,3,4,527,10,1,1767607177,2158,46667982,0,1,600
22029,2,3,278,2,1,1767607177,2158,1049332,1,1,234
22030,4,1,540,6,1,1767607177,2158,86740711,2,1,620
22031,5,1,257,2,1,1767607177,2158,47067153,3,1,208
22032,5,0,822,6,1,1767607177,2158,30999748,4,1,847
22033,1,2,270,1,1,1767607177,2158,110033230,128,0,297
22034,3,2,468,4,1,1767607177,2158,215040578,129,0,546
22035,5,8,439,2,1,1767607177,2158,4294967295,130,0,474
22036,4,8,186,1,1,1767607177,2158,4294967295,131,0,182
22037,7,8,232,1,1,1767607177,2158,4294967295,132,0,260
22038,14,3,355,2,1,1469110428,2249,93771421,0,1,352
22039,7,1,316,3,1,1469110428,2249,100389957,1,1,290
22040,9,1,543,8,1,1469110428,2249,90186191,2,1,456
22041,5,1,460,4,1,1469110428,2249,86847097,3,1,460
22042,7,0,292,4,1,1469110428,2249,65413925,4,1,275
22043,2,6,217,0,1,1469110428,2249,100599348,128,0,240
22044,1,5,350,0,1,1469110428,2249,46667982,129,0,342
22045,2,4,240,2,1,1469110428,2249,47067153,130,0,201
22046,1,1,486,4,1,1469110428,2249,86740711,131,0,518
22047,0,5,148,0,1,1469110428,2249,1049332,132,0,186
22048,11,9,537,21,1,1443062181,3630,46667982,0,0,543
22049,15,9,241,2,1,1443062181,3630,1049332,1,0,287
22050,16,9,406,10,1,1443062181,3630,100599348,2,0,541
22051,24,8,345,8,1,1443062181,3630,47067153,3,0,450
22052,23,8,407,8,1,1443062181,3630,60282054,4,0,535
22053,13,12,284,7,1,1443062181,3630,39679884,128,1,390
22054,23,10,511,5,1,1443062181,3630,63831650,129,1,539
22055,21,10,785,5,1,1443062181,3630,4294967295,130,1,538
22056,6,10,532,20,1,1443062181,3630,180792093,131,1,547
22057,15,8,299,6,1,1443062181,3630,68146833,132,1,463
22058,8,9,533,10,1,1389299689,2690,109868283,0,0,519
22059,6,9,335,6,1,1389299689,2690,163322172,1,0,353
22060,14,3,218,3,1,1389299689,2690,110572253,2,0,434
22061,12,4,493,5,1,1389299689,2690,110659282,3,0,696
22062,8,7,359,4,1,1389299689,2690,92799694,4,0,437
22063,9,6,441,4,1,1389299689,2690,46667982,128,1,506
22064,9,5,660,20,1,1389299689,2690,86740711,129,1,727
22065,12,5,351,2,1,1389299689,2690,47067153,130,1,498
22066,7,6,259,3,1,1389299689,2690,57286961,131,1,352
22067,15,7,313,3,1,1389299689,2690,42493875,132,1,357
22068,1,8,326,1,1,1357397708,2005,46667982,0,0,313
22069,5,4,311,5,1,1357397708,2005,30999748,1,0,367
22070,3,11,235,4,1,1357397708,2005,40088783,2,0,294
22071,1,6,175,1,1,1357397708,2005,128772312,3,0,218
22072,4,4,320,5,1,1357397708,2005,47067153,4,0,392
22073,10,3,629,12,1,1357397708,2005,86288361,128,1,649
22074,4,6,280,5,1,1357397708,2005,71292313,129,1,215
22075,16,7,334,2,1,1357397708,2005,49628265,130,1,347
22076,8,0,690,11,1,1357397708,2005,45231843,131,1,720
22077,12,2,308,1,1,1357397708,2005,75794831,132,1,361
22078,12,6,585,6,1,1266041650,3461,125075203,0,1,566
22079,10,6,270,3,1,1266041650,3461,4294967295,1,1,396
22080,15,8,305,2,1,1266041650,3461,24242960,2,1,268
22081,9,8,287,3,1,1266041650,3461,220076843,3,1,382
22082,10,5,584,8,1,1266041650,3461,86756124,4,1,561
22083,10,8,467,16,1,1266041650,3461,46667982,128,0,568
22084,10,4,209,2,1,1266041650,3461,47067153,129,0,288
22085,9,1,208,2,1,1266041650,3461,1049332,130,0,354
22086,4,7,514,11,1,1266041650,3461,30999748,131,0,551
22087,9,3,294,1,1,1266041650,3461,33085391,132,0,343
22088,0,3,407,2,1,1255393206,792,110376709,0,0,475
22089,1,3,215,1,1,1255393206,792,101183142,1,0,150
22090,1,2,157,0,1,1255393206,792,101210264,2,0,207
22091,1,2,181,0,1,1255393206,792,163260257,3,0,100
22092,0,1,301,0,1,1255393206,792,197969807,4,0,370
22093,2,0,358,0,1,1255393206,792,4294967295,128,1,436
22094,0,0,238,4,1,1255393206,792,598936,129,1,133
22095,1,2,388,2,1,1255393206,792,46667982,130,1,360
22096,0,1,320,3,1,1255393206,792,1049332,131,1,474
22097,3,2,207,2,1,1255393206,792,30999748,132,1,219
22098,3,3,373,5,1,1225646329,2269,46667982,0,0,447
22099,3,5,225,2,1,1225646329,2269,100599348,1,0,289
22100,5,7,158,2,1,1225646329,2269,47067153,2,0,182
22101,4,9,388,0,1,1225646329,2269,6289444,3,0,374
22102,5,4,318,5,1,1225646329,2269,86740711,4,0,398
22103,9,2,253,3,1,1225646329,2269,43074101,128,1,317
22104,8,1,348,3,1,1225646329,2269,111306981,129,1,350
22105,5,2,579,13,1,1225646329,2269,103396849,130,1,622
22106,8,7,401,1,1,1225646329,2269,104776326,131,1,463
22107,8,2,490,7,1,1225646329,2269,4294967295,132,1,485
22108,14,1,749,17,1,1175330873,1957,46667982,0,1,791
22109,18,2,636,10,1,1175330873,1957,47067153,1,1,742
22110,14,5,422,7,1,1175330873,1957,1049332,2,1,462
22111,23,8,405,8,1,1175330873,1957,30999748,3,1,522
22112,13,11,367,3,1,1175330873,1957,40088783,4,1,402
22113,12,5,425,5,1,1175330873,1957,144528211,128,0,519
22114,6,7,388,6,1,1175330873,1957,136278094,129,0,484
22115,15,13,262,0,1,1175330873,1957,145891327,130,0,384
22116,8,10,324,8,1,1175330873,1957,141248063,131,0,377
22117,13,11,311,8,1,1175330873,1957,214151522,132,0,390
22118,17,1,902,15,1,1096274119,2882,86720055,0,1,676
22119,20,5,370,8,1,1096274119,2882,85601507,1,1,614
22120,17,8,441,5,1,1096274119,2882,19820842,2,1,559
22121,13,14,296,1,1,1096274119,2882,20707082,3,1,370
22122,12,4,478,9,1,1096274119,2882,4294967295,4,1,583
22123,4,7,538,13,1,1096274119,2882,46667982,128,0,600
22124,4,10,190,1,1,1096274119,2882,1049332,129,0,269
22125,1,7,399,1,1,1096274119,2882,47067153,130,0,429
22126,1,9,482,7,1,1096274119,2882,4294967295,131,0,619
22127,10,8,465,10,1,1096274119,2882,86740711,132,0,488
22128,11,7,307,4,1,987907047,3025,192154071,0,0,445
22129,14,8,574,13,1,987907047,3025,155247175,1,0,650
22130,9,13,291,6,1,987907047,3025,101225980,2,0,373
22131,16,13,308,9,1,987907047,3025,4294967295,3,0,484
22132,11,13,327,6,1,987907047,3025,136492068,4,0,378
22133,23,8,504,16,1,987907047,3025,86740711,128,1,643
22134,17,8,626,23,1,987907047,3025,46667982,129,1,645
22135,15,5,542,9,1,987907047,3025,30999748,130,1,584
22136,10,12,208,0,1,987907047,3025,1049332,131,1,365
22137,19,7,282,5,1,987907047,3025,4550302,132,1,404
22138,5,10,425,7,1,950799714,2277,91366878,0,0,532
22139,15,10,299,5,1,950799714,2277,122445269,1,0,407
22140,8,6,248,2,1,950799714,2277,110882426,2,0,312
22141,14,12,391,10,1,950799714,2277,32924310,3,0,613
22142,8,10,215,5,1,950799714,2277,105000515,4,0,225
22143,14,11,302,8,1,950799714,2277,32307910,128,1,428
22144,23,8,302,2,1,950799714,2277,17184907,129,1,473
22145,21,6,454,11,1,950799714,2277,100599348,130,1,567
22146,11,4,848,21,1,950799714,2277,46667982,131,1,857
22147,13,5,325,2,1,950799714,2277,12966700,132,1,404
22148,11,8,367,9,1,897446298,2300,63831650,0,0,579
22149,5,12,263,10,1,897446298,2300,98767479,1,0,305
22150,8,5,379,7,1,897446298,2300,175944885,2,0,387
22151,2,2,219,3,1,897446298,2300,86860124,3,0,233
22152,5,5,449,3,1,897446298,2300,106098246,4,0,519
22153,8,3,638,14,1,897446298,2300,46667982,128,1,741
22154,11,4,322,2,1,897446298,2300,1049332,129,1,398
22155,17,10,584,3,1,897446298,2300,86740711,130,1,450
22156,6,7,333,3,1,897446298,2300,86761064,131,1,297
22157,12,9,592,6,1,897446298,2300,30999748,132,1,498
22158,25,3,417,9,1,886270687,2394,83848378,0,0,559
22159,13,7,523,14,1,886270687,2394,112527860,1,0,569
22160,21,10,264,6,1,886270687,2394,4294967295,2,0,317
22161,18,4,348,4,1,886270687,2394,91951870,3,0,416
22162,12,7,473,12,1,886270687,2394,147992650,4,0,581
22163,13,10,442,5,1,886270687,2394,46667982,128,1,472
22164,21,17,397,4,1,886270687,2394,132145393,129,1,357
22165,11,8,497,7,1,886270687,2394,70978417,130,1,585
22166,16,6,311,3,1,886270687,2394,101639280,131,1,436
22167,17,6,572,9,1,886270687,2394,170643502,132,1,591
22168,13,18,197,3,1,877299342,3363,122353191,0,0,297
22169,8,10,309,8,1,877299342,3363,144075622,1,0,402
22170,15,14,183,2,1,877299342,3363,91319396,2,0,335
22171,12,3,597,16,1,877299342,3363,116250163,3,0,579
22172,19,11,264,5,1,877299342,3363,117965753,4,0,350
22173,20,9,399,12,1,877299342,3363,100599348,128,1,507
22174,11,10,330,7,1,877299342,3363,47067153,129,1,442
22175,12,4,493,14,1,877299342,3363,40088783,130,1,578
22176,9,10,660,11,1,877299342,3363,46667982,131,1,594
22177,4,4,419,10,1,877299342,3363,86740711,132,1,443
22178,4,11,383,10,1,873183571,2230,45470302,0,0,386
22179,13,6,389,8,1,873183571,2230,96743653,1,0,556
22180,9,13,326,7,1,873183571,2230,88341353,2,0,484
22181,7,9,251,1,1,873183571,2230,89514489,3,0,323
22182,15,10,205,0,1,873183571,2230,15450027,4,0,242
22183,13,7,735,19,1,873183571,2230,46667982,128,1,742
22184,11,5,465,15,1,873183571,2230,32307910,129,1,517
22185,16,6,408,6,1,873183571,2230,1049332,130,1,390
22186,19,5,429,3,1,873183571,2230,30999748,131,1,527
22187,20,5,447,6,1,873183571,2230,80598092,132,1,628
22188,3,5,182,0,1,860357711,1964,30999748,0,0,253
22189,6,6,267,4,1,860357711,1964,4550302,1,0,441
22190,2,3,328,11,1,860357711,1964,86740711,2,0,470
22191,12,6,250,0,1,860357711,1964,4294967295,3,0,357
22192,1,9,352,6,1,860357711,1964,46667982,4,0,375
22193,7,5,377,4,1,860357711,1964,67637046,128,1,358
22194,12,7,454,2,1,860357711,1964,86759615,129,1,398
22195,6,5,667,10,1,860357711,1964,160987706,130,1,989
22196,11,2,563,6,1,860357711,1964,47434686,131,1,513
22197,7,3,335,7,1,860357711,1964,47523589,132,1,287
22198,8,10,230,1,1,856587336,1713,5762652,0,0,336
22199,7,9,339,9,1,856587336,1713,101142945,1,0,419
22200,9,6,343,7,1,856587336,1713,12070719,2,0,522
22201,3,8,367,2,1,856587336,1713,46267414,3,0,387
22202,8,9,275,4,1,856587336,1713,7543674,4,0,355
22203,8,4,769,19,1,856587336,1713,46667982,128,1,1011
22204,18,3,406,6,1,856587336,1713,100599348,129,1,438
22205,9,6,556,4,1,856587336,1713,4294967295,130,1,615
22206,14,5,629,7,1,856587336,1713,86740711,131,1,609
22207,8,5,511,6,1,856587336,1713,30999748,132,1,655
22208,4,7,203,5,1,843467986,1767,7674574,0,0,170
22209,8,6,204,0,1,843467986,1767,56822443,1,0,249
22210,5,5,347,3,1,843467986,1767,31891650,2,0,405
22211,2,3,200,1,1,843467986,1767,70825398,3,0,240
22212,6,8,289,1,1,843467986,1767,86714865,4,0,266
22213,7,0,721,10,1,843467986,1767,4294967295,128,1,756
22214,5,5,635,7,1,843467986,1767,46667982,129,1,663
22215,6,1,477,6,1,843467986,1767,43509417,130,1,482
22216,8,2,417,5,1,843467986,1767,57286961,131,1,477
22217,7,2,468,1,1,843467986,1767,4294967295,132,1,393
22218,5,6,172,0,1,817534049,2127,85662300,0,0,242
22219,3,5,292,3,1,817534049,2127,37119837,1,0,316
22220,5,4,303,2,1,817534049,2127,115075362,2,0,363
22221,3,5,207,5,1,817534049,2127,100161426,3,0,276
22222,1,7,352,3,1,817534049,2127,66193425,4,0,351
22223,9,3,622,9,1,817534049,2127,46667982,128,1,885
22224,8,3,268,1,1,817534049,2127,1049332,129,1,241
22225,7,1,532,2,1,817534049,2127,40088783,130,1,441
22226,13,2,556,9,1,817534049,2127,86740711,131,1,622
22227,10,6,600,5,1,817534049,2127,4294967295,132,1,588
22228,1,8,242,0,1,778448353,1509,69148793,0,0,221
22229,1,4,260,0,1,778448353,1509,1086641,1,0,186
22230,0,2,257,0,1,778448353,1509,123893270,2,0,248
22231,0,7,192,2,1,778448353,1509,4294967295,3,0,200
22232,0,5,157,0,1,778448353,1509,59476112,4,0,86
22233,14,0,471,4,1,778448353,1509,100599348,128,1,454
22234,6,1,348,4,1,778448353,1509,1049332,129,1,302
22235,9,1,613,4,1,778448353,1509,30999748,130,1,530
22236,4,0,693,5,1,778448353,1509,46667982,131,1,533
22237,8,0,561,9,1,778448353,1509,4294967295,132,1,452
22238,0,0,142,0,1,646864449,308,10947558,0,0,83
22239,0,2,108,0,1,646864449,308,69812518,1,0,24
22240,2,1,199,0,1,646864449,308,58481833,2,0,141
22241,1,1,223,1,1,646864449,308,36766655,3,0,198
22242,0,3,306,1,1,646864449,308,152112921,4,0,98
22243,1,0,464,1,1,646864449,308,30999748,128,1,557
22244,5,0,432,2,1,646864449,308,86740711,129,1,381
22245,1,0,370,0,1,646864449,308,4294967295,130,1,395
22246,0,1,146,0,1,646864449,308,86761064,131,1,103
22247,0,1,573,4,1,646864449,308,46667982,132,1,552
22248,13,10,347,5,1,645280424,2546,71857792,0,0,396
22249,18,8,284,7,1,645280424,2546,18642732,1,0,410
22250,15,10,252,5,1,645280424,2546,57921433,2,0,306
22251,17,10,424,8,1,645280424,2546,4294967295,3,0,521
22252,6,7,296,11,1,645280424,2546,31018944,4,0,413
22253,18,8,463,14,1,645280424,2546,30999748,128,1,706
22254,17,7,456,13,1,645280424,2546,47067153,129,1,538
22255,14,8,400,7,1,645280424,2546,22192964,130,1,483
22256,14,4,405,4,1,645280424,2546,86740711,131,1,430
22257,4,10,470,7,1,645280424,2546,46667982,132,1,524
22258,4,7,219,4,1,595256325,2248,153136113,0,0,284
22259,3,7,518,13,1,595256325,2248,102032649,1,0,721
22260,6,10,215,1,1,595256325,2248,4294967295,2,0,262
22261,7,13,212,0,1,595256325,2248,141532615,3,0,248
22262,6,9,451,5,1,595256325,2248,4294967295,4,0,523
22263,14,4,713,20,1,595256325,2248,46667982,128,1,691
22264,9,8,280,1,1,595256325,2248,1049332,129,1,327
22265,10,6,526,7,1,595256325,2248,30999748,130,1,588
22266,20,3,489,13,1,595256325,2248,86740711,131,1,573
22267,9,4,709,4,1,595256325,2248,4294967295,132,1,702
22268,8,5,572,15,1,566054420,1460,118132511,0,1,736
22269,14,3,476,4,1,566054420,1460,116905442,1,1,642
22270,6,1,353,1,1,566054420,1460,1049332,2,1,363
22271,15,3,761,10,1,566054420,1460,46667982,3,1,673
22272,6,3,575,8,1,566054420,1460,86740711,4,1,530
22273,4,5,394,8,1,566054420,1460,4294967295,128,0,450
22274,5,11,224,3,1,566054420,1460,4294967295,129,0,285
22275,5,7,206,2,1,566054420,1460,156151271,130,0,209
22276,8,6,335,1,1,566054420,1460,4294967295,131,0,404
22277,8,9,227,0,1,566054420,1460,87172945,132,0,266
22278,14,7,442,7,1,554792050,2827,4354485,0,1,531
22279,14,6,355,6,1,554792050,2827,4294967295,1,1,399
22280,19,6,382,6,1,554792050,2827,4294967295,2,1,499
22281,15,12,524,4,1,554792050,2827,4294967295,3,1,507
22282,13,7,317,10,1,554792050,2827,65375727,4,1,355
22283,7,5,605,15,1,554792050,2827,46667982,128,0,681
22284,9,2,238,3,1,554792050,2827,1049332,129,0,283
22285,9,13,367,7,1,554792050,2827,30999748,130,0,541
22286,18,10,303,1,1,554792050,2827,98982277,131,0,414
22287,15,7,407,11,1,554792050,2827,96948762,132,0,556
22288,5,1,607,16,1,541753699,1667,86740711,0,1,663
22289,1,0,522,5,1,541753699,1667,46667982,1,1,522
22290,1,1,408,0,1,541753699,1667,1049332,2,1,226
22291,8,3,422,5,1,541753699,1667,30999748,3,1,406
22292,5,0,543,1,1,541753699,1667,74488274,4,1,516
22293,2,5,202,0,1,541753699,1667,49981563,128,0,273
22294,3,3,202,1,1,541753699,1667,9573935,129,0,219
22295,2,5,279,2,1,541753699,1667,3970,130,0,310
22296,4,7,312,0,1,541753699,1667,133860175,131,0,290
22297,1,7,124,1,1,541753699,1667,4294967295,132,0,153
22298,11,3,661,12,1,516056201,1558,55386606,0,1,710
22299,6,1,632,12,1,516056201,1558,4294967295,1,1,594
22300,17,4,485,3,1,516056201,1558,117204695,2,1,529
22301,6,1,608,10,1,516056201,1558,46667982,3,1,709
22302,11,4,421,4,1,516056201,1558,100599348,4,1,484
22303,3,13,210,5,1,516056201,1558,116266568,128,0,193
22304,1,8,363,4,1,516056201,1558,101779337,129,0,338
22305,3,8,379,1,1,516056201,1558,98976180,130,0,347
22306,6,7,282,1,1,516056201,1558,128094023,131,0,360
22307,4,7,175,1,1,516056201,1558,4294967295,132,0,221
22308,3,4,161,2,1,492503385,1210,45466490,0,0,216
22309,0,3,282,2,1,492503385,1210,32340297,1,0,335
22310,1,3,239,0,1,492503385,1210,80388809,2,0,220
22311,2,4,240,1,1,492503385,1210,4294967295,3,0,246
22312,3,6,229,1,1,492503385,1210,99601656,4,0,259
22313,3,1,655,5,1,492503385,1210,46667982,128,1,572
22314,10,3,396,4,1,492503385,1210,1049332,129,1,316
22315,6,1,428,2,1,492503385,1210,86740711,130,1,283
22316,10,0,673,5,1,492503385,1210,100599348,131,1,500
22317,8,1,505,4,1,492503385,1210,97948668,132,1,501
22318,0,7,307,4,1,418519935,1199,42877451,0,0,232
22319,1,5,261,0,1,418519935,1199,7285232,1,0,289
22320,1,3,187,0,1,418519935,1199,28932958,2,0,185
22321,1,5,186,0,1,418519935,1199,97512956,3,0,157
22322,0,4,417,0,1,418519935,1199,64924109,4,0,338
22323,11,1,635,6,1,418519935,1199,46667982,128,1,581
22324,13,2,391,4,1,418519935,1199,760620,129,1,393
22325,5,2,383,0,1,418519935,1199,80458752,130,1,257
22326,1,0,389,2,1,418519935,1199,81867262,131,1,364
22327,4,0,694,12,1,418519935,1199,92767030,132,1,580
22328,2,0,556,0,1,372985041,1142,46667982,0,1,475
22329,3,3,508,1,1,372985041,1142,100599348,1,1,362
22330,5,2,456,3,1,372985041,1142,103233111,2,1,376
22331,3,1,695,9,1,372985041,1142,4294967295,3,1,424
22332,5,2,418,2,1,372985041,1142,28744757,4,1,274
22333,2,2,297,1,1,372985041,1142,5310427,128,0,364
22334,2,3,212,3,1,372985041,1142,114577847,129,0,299
22335,3,5,261,2,1,372985041,1142,35404814,130,0,279
22336,2,1,142,1,1,372985041,1142,82281244,131,0,205
22337,1,4,184,1,1,372985041,1142,17829581,132,0,225
22338,15,10,271,4,1,354279053,2781,115064379,0,0,335
22339,12,9,310,7,1,354279053,2781,81461442,1,0,389
22340,7,9,421,10,1,354279053,2781,4294967295,2,0,491
22341,4,8,388,8,1,354279053,2781,106372032,3,0,470
22342,11,8,469,10,1,354279053,2781,90959511,4,0,646
22343,10,8,536,10,1,354279053,2781,46667982,128,1,591
22344,4,11,277,2,1,354279053,2781,72363148,129,1,280
22345,17,6,591,16,1,354279053,2781,100599348,130,1,699
22346,20,8,389,8,1,354279053,2781,86740711,131,1,578
22347,19,7,432,7,1,354279053,2781,32515305,132,1,594
22348,15,10,320,4,1,351671228,3519,112249750,0,0,394
22349,16,6,636,5,1,351671228,3519,106484668,1,0,552
22350,15,16,340,4,1,351671228,3519,123137759,2,0,373
22351,12,12,299,12,1,351671228,3519,132706565,3,0,405
22352,17,11,277,5,1,351671228,3519,3067668,4,0,314
22353,12,8,229,3,1,351671228,3519,1049332,128,1,285
22354,13,8,494,16,1,351671228,3519,46667982,129,1,565
22355,28,6,422,4,1,351671228,3519,100599348,130,1,558
22356,24,6,267,0,1,351671228,3519,72363148,131,1,440
22357,9,2,711,30,1,351671228,3519,86740711,132,1,564
22358,5,4,320,3,1,318584171,2156,111410166,0,0,383
22359,7,13,320,6,1,318584171,2156,126141300,1,0,539
22360,2,9,230,2,1,318584171,2156,27397515,2,0,287
22361,6,14,192,6,1,318584171,2156,86741402,3,0,263
22362,5,5,393,7,1,318584171,2156,124807906,4,0,592
22363,13,6,418,15,1,318584171,2156,119933255,128,1,546
22364,10,7,338,2,1,318584171,2156,1049332,129,1,465
22365,8,2,661,12,1,318584171,2156,86740711,130,1,825
22366,10,2,536,9,1,318584171,2156,46667982,131,1,738
22367,17,7,637,7,1,318584171,2156,99535865,132,1,657
22368,19,2,449,8,1,313784738,2604,4294967295,0,1,551
22369,17,6,394,2,1,313784738,2604,25244947,1,1,465
22370,10,2,337,10,1,313784738,2604,83847527,2,1,345
22371,20,3,249,1,1,313784738,2604,105732504,3,1,266
22372,8,3,636,13,1,313784738,2604,46667982,4,1,727
22373,4,6,226,2,1,313784738,2604,101701728,128,0,248
22374,10,8,639,4,1,313784738,2604,88479292,129,0,576
22375,5,6,271,1,1,313784738,2604,102407639,130,0,284
22376,4,7,235,7,1,313784738,2604,86927152,131,0,294
22377,5,8,175,2,1,313784738,2604,103043545,132,0,225
22378,6,5,169,1,1,310437138,1730,8966944,0,0,194
22379,3,4,137,2,1,310437138,1730,83983769,1,0,173
22380,3,15,178,3,1,310437138,1730,92582724,2,0,175
22381,6,5,202,2,1,310437138,1730,54570914,3,0,268
22382,5,5,212,1,1,310437138,1730,9163165,4,0,300
22383,10,0,401,6,1,310437138,1730,94239558,128,1,359
22384,16,3,393,6,1,310437138,1730,100599348,129,1,426
22385,9,0,708,13,1,310437138,1730,46667982,130,1,733
22386,15,2,507,6,1,310437138,1730,47067153,131,1,526
22387,17,4,343,3,1,310437138,1730,4294967295,132,1,275
22388,6,3,313,2,1,297693662,2242,1049332,0,1,376
22389,10,1,711,26,1,297693662,2242,46667982,1,1,867
22390,12,8,287,1,1,297693662,2242,72363148,2,1,355
22391,16,5,503,13,1,297693662,2242,100599348,3,1,747
22392,20,7,373,6,1,297693662,2242,20242967,4,1,496
22393,6,6,295,0,1,297693662,2242,45270158,128,0,357
22394,5,9,305,2,1,297693662,2242,39157545,129,0,406
22395,7,9,274,12,1,297693662,2242,102561148,130,0,362
22396,8,12,240,6,1,297693662,2242,68085145,131,0,352
22397,2,12,270,1,1,297693662,2242,4294967295,132,0,433
22398,5,5,349,21,1,243224689,2902,4294967295,0,0,676
22399,9,10,276,1,1,243224689,2902,4294967295,1,0,384
22400,2,9,204,2,1,243224689,2902,135759635,2,0,298
22401,10,4,220,3,1,243224689,2902,4294967295,3,0,300
22402,4,6,375,12,1,243224689,2902,129470128,4,0,486
22403,3,12,340,6,1,243224689,2902,1049332,128,1,347
22404,13,4,588,17,1,243224689,2902,46667982,129,1,670
