,Assists,Deaths,GPM,Kills,Match Counter,Match ID,Match Length (s),Player ID,Player Slot,Win Y/N,XPM
7738,27,7,395,2,1,579324533,1616,40555107,131,1,491
7739,26,0,556,9,1,579324533,1616,4294967295,132,1,703
7740,8,5,212,4,1,511823720,1758,81200142,0,0,268
7741,5,3,363,8,1,511823720,1758,100115931,1,0,536
7742,11,6,360,2,1,511823720,1758,46881366,2,0,497
7743,5,9,276,2,1,511823720,1758,96735072,3,0,314
7744,7,6,272,6,1,511823720,1758,109973299,4,0,445
7745,9,4,925,10,1,511823720,1758,46667982,128,1,881
7746,4,6,316,2,1,511823720,1758,1049332,129,1,304
7747,5,1,626,6,1,511823720,1758,86740711,130,1,735
7748,8,5,396,4,1,511823720,1758,32307910,131,1,378
7749,5,7,511,7,1,511823720,1758,4294967295,132,1,596
7750,6,9,300,4,1,492434524,1494,33950209,0,0,203
7751,8,9,370,9,1,492434524,1494,98580597,1,0,454
7752,3,5,202,2,1,492434524,1494,4294967295,2,0,100
7753,8,8,334,4,1,492434524,1494,4294967295,3,0,369
7754,9,7,577,5,1,492434524,1494,75125254,4,0,646
7755,13,7,592,11,1,492434524,1494,46667982,128,1,612
7756,8,7,351,1,1,492434524,1494,1049332,129,1,337
7757,22,6,467,8,1,492434524,1494,86740711,130,1,548
7758,8,6,499,10,1,492434524,1494,100599348,131,1,505
7759,7,5,530,4,1,492434524,1494,39349173,132,1,484
7760,6,6,532,4,1,471777704,2142,100599348,0,1,690
7761,4,0,578,8,1,471777704,2142,90226853,1,1,626
7762,11,3,427,2,1,471777704,2142,46667982,2,1,410
7763,11,3,552,9,1,471777704,2142,86740711,3,1,561
7764,14,3,369,5,1,471777704,2142,6289444,4,1,407
7765,7,4,252,2,1,471777704,2142,29938222,128,0,317
7766,8,6,351,3,1,471777704,2142,18715011,129,0,391
7767,4,6,269,5,1,471777704,2142,86770460,130,0,326
7768,4,7,381,4,1,471777704,2142,37207274,131,0,532
7769,5,7,331,1,1,471777704,2142,94250761,132,0,372
7770,10,5,539,11,1,397366304,2347,98349447,0,1,634
7771,13,4,284,4,1,397366304,2347,4294967295,1,1,314
7772,4,3,459,9,1,397366304,2347,4294967295,2,1,484
7773,16,4,625,10,1,397366304,2347,122843427,3,1,687
7774,7,5,308,2,1,397366304,2347,125598261,4,1,274
7775,7,6,338,4,1,397366304,2347,46667982,128,0,372
7776,10,4,419,6,1,397366304,2347,86740711,129,0,520
7777,7,8,158,2,1,397366304,2347,1049332,130,0,224
7778,10,10,342,6,1,397366304,2347,100599348,131,0,390
7779,6,8,149,0,1,397366304,2347,72363148,132,0,201
7780,9,10,556,9,1,370658957,2807,95145869,0,1,592
7781,8,7,502,5,1,370658957,2807,603527,1,1,578
7782,17,6,339,7,1,370658957,2807,4294967295,2,1,444
7783,16,5,666,9,1,370658957,2807,10235120,3,1,694
7784,9,4,330,6,1,370658957,2807,111410166,4,1,495
7785,6,13,358,6,1,370658957,2807,56379254,128,0,356
7786,14,9,364,7,1,370658957,2807,46094491,129,0,446
7787,9,4,314,1,1,370658957,2807,46667982,130,0,371
7788,19,5,428,10,1,370658957,2807,86740711,131,0,521
7789,10,5,534,8,1,370658957,2807,23193108,132,0,625
7790,17,7,291,4,1,370338258,2550,125300560,0,1,338
7791,8,8,332,6,1,370338258,2550,4294967295,1,1,358
7792,8,7,371,5,1,370338258,2550,4294967295,2,1,413
7793,11,3,679,11,1,370338258,2550,41983137,3,1,702
7794,17,5,467,5,1,370338258,2550,69433373,4,1,550
7795,11,6,320,7,1,370338258,2550,96798587,128,0,381
7796,7,9,447,8,1,370338258,2550,32509622,129,0,526
7797,12,8,276,2,1,370338258,2550,87420611,130,0,302
7798,8,4,363,8,1,370338258,2550,46667982,131,0,596
7799,12,4,187,2,1,370338258,2550,72363148,132,0,261
7800,12,12,313,7,1,359043173,2111,56379254,0,0,446
7801,4,9,250,4,1,359043173,2111,46667982,1,0,299
7802,11,9,197,0,1,359043173,2111,121068953,2,0,214
7803,7,12,215,6,1,359043173,2111,124674090,3,0,292
7804,10,9,305,3,1,359043173,2111,65311849,4,0,293
7805,16,3,723,15,1,359043173,2111,59178569,128,1,802
7806,12,4,386,6,1,359043173,2111,2996139,129,1,380
7807,13,4,695,10,1,359043173,2111,120508689,130,1,726
7808,16,4,440,12,1,359043173,2111,103319972,131,1,431
7809,15,6,442,8,1,359043173,2111,125517403,132,1,491
7810,6,5,259,3,1,228256365,2408,46667982,0,0,344
7811,0,4,422,4,1,228256365,2408,1049332,1,0,479
7812,5,7,342,1,1,228256365,2408,100599348,2,0,470
7813,4,11,178,3,1,228256365,2408,72363148,3,0,267
7814,8,9,253,4,1,228256365,2408,47067153,4,0,395
7815,13,6,403,7,1,228256365,2408,39893627,128,1,528
7816,20,1,528,7,1,228256365,2408,4294967295,129,1,794
7817,12,4,354,4,1,228256365,2408,107882044,130,1,407
7818,5,3,522,15,1,228256365,2408,93178716,131,1,625
7819,12,2,622,3,1,228256365,2408,93083675,132,1,658
7820,3,10,329,9,1,201466743,1978,66581785,0,0,534
7821,8,7,247,6,1,201466743,1978,127961529,1,0,389
7822,4,9,231,3,1,201466743,1978,4294967295,2,0,314
7823,9,8,195,2,1,201466743,1978,46667982,3,0,261
7824,7,7,198,0,1,201466743,1978,36261146,4,0,398
7825,12,7,339,5,1,201466743,1978,116471054,128,1,355
7826,17,3,531,13,1,201466743,1978,115431476,129,1,705
7827,18,3,447,3,1,201466743,1978,90168901,130,1,519
7828,15,6,398,5,1,201466743,1978,115594248,131,1,558
7829,13,4,646,13,1,201466743,1978,107570428,132,1,869
7830,17,3,572,4,1,177010091,1787,4294967295,0,1,555
7831,8,3,373,4,1,177010091,1787,4294967295,1,1,516
7832,7,0,863,23,1,177010091,1787,4294967295,2,1,1089
7833,9,5,293,1,1,177010091,1787,105655269,3,1,334
7834,9,7,286,1,1,177010091,1787,105709033,4,1,287
7835,7,7,252,2,1,177010091,1787,1049332,128,0,354
7836,8,6,359,8,1,177010091,1787,100599348,129,0,466
7837,9,8,155,2,1,177010091,1787,4294967295,130,0,226
7838,7,6,279,3,1,177010091,1787,46667982,131,0,370
7839,4,7,237,3,1,177010091,1787,21792076,132,0,270
7840,20,9,348,3,1,166643628,2479,4294967295,0,1,468
7841,20,3,422,5,1,166643628,2479,11259650,1,1,609
7842,5,3,451,11,1,166643628,2479,92114249,2,1,520
7843,9,5,573,12,1,166643628,2479,51746279,3,1,646
7844,12,6,332,5,1,166643628,2479,4294967295,4,1,417
7845,10,6,193,1,1,166643628,2479,1049332,128,0,291
7846,7,4,313,5,1,166643628,2479,46667982,129,0,318
7847,9,10,304,8,1,166643628,2479,4294967295,130,0,435
7848,7,13,246,6,1,166643628,2479,4294967295,131,0,308
7849,12,5,234,5,1,166643628,2479,123042625,132,0,334
7850,12,7,273,4,1,163034565,2511,86315184,0,1,316
7851,12,10,300,7,1,163034565,2511,84537448,1,1,324
7852,10,6,398,8,1,163034565,2511,40433403,2,1,451
7853,11,8,421,6,1,163034565,2511,87359786,3,1,405
7854,15,3,426,4,1,163034565,2511,91590890,4,1,567
7855,10,7,225,5,1,163034565,2511,72363148,128,0,269
7856,12,8,269,9,1,163034565,2511,100599348,129,0,424
7857,11,3,320,10,1,163034565,2511,1049332,130,0,459
7858,12,9,291,4,1,163034565,2511,4294967295,131,0,436
7859,13,4,275,5,1,163034565,2511,46667982,132,0,312
7860,4,6,245,7,1,162655087,2479,4294967295,0,1,237
7861,11,7,642,19,1,162655087,2479,4294967295,1,1,784
7862,15,4,432,9,1,162655087,2479,4294967295,2,1,593
7863,5,6,353,6,1,162655087,2479,46667982,3,1,360
7864,20,4,344,3,1,162655087,2479,115164875,4,1,458
7865,5,12,203,4,1,162655087,2479,4294967295,128,0,199
7866,10,10,314,7,1,162655087,2479,109795309,129,0,396
7867,12,10,223,0,1,162655087,2479,111150272,130,0,299
7868,2,9,448,5,1,162655087,2479,4294967295,131,0,501
7869,8,6,300,10,1,162655087,2479,124006678,132,0,393
7870,24,4,490,4,1,1586194417,2409,4294967295,0,1,577
7871,21,7,327,4,1,1586194417,2409,4294967295,1,1,412
7872,15,7,631,19,1,1586194417,2409,130555035,2,1,626
7873,18,5,680,22,1,1586194417,2409,104956717,3,1,835
7874,6,7,246,0,1,1586194417,2409,124282114,4,1,217
7875,7,10,213,2,1,1586194417,2409,80504752,128,0,244
7876,15,17,295,3,1,1586194417,2409,106912270,129,0,333
7877,10,8,433,11,1,1586194417,2409,47067153,130,0,460
7878,12,11,406,6,1,1586194417,2409,46667982,131,0,475
7879,8,8,493,7,1,1586194417,2409,228410106,132,0,583
7880,0,11,227,2,1,1308598592,1362,75371307,0,0,188
7881,2,6,167,1,1,1308598592,1362,70825398,1,0,155
7882,0,5,215,0,1,1308598592,1362,67316736,2,0,225
7883,2,4,249,0,1,1308598592,1362,60002563,3,0,238
7884,1,10,136,1,1,1308598592,1362,56822443,4,0,122
7885,13,1,532,12,1,1308598592,1362,46667982,128,1,463
7886,9,0,467,4,1,1308598592,1362,30999748,129,1,465
7887,10,2,512,4,1,1308598592,1362,86740711,130,1,439
7888,12,0,441,5,1,1308598592,1362,47067153,131,1,396
7889,8,1,734,11,1,1308598592,1362,32307910,132,1,723
7890,6,4,305,2,1,1258493341,1661,103388338,0,0,275
7891,1,3,262,5,1,1258493341,1661,136035418,1,0,273
7892,3,12,250,2,1,1258493341,1661,4294967295,2,0,303
7893,4,10,227,1,1,1258493341,1661,4294967295,3,0,210
7894,3,9,207,1,1,1258493341,1661,4294967295,4,0,190
7895,13,2,529,13,1,1258493341,1661,46667982,128,1,547
7896,10,0,502,11,1,1258493341,1661,30999748,129,1,443
7897,11,3,308,2,1,1258493341,1661,9685647,130,1,273
7898,18,3,288,2,1,1258493341,1661,4294967295,131,1,359
7899,11,5,340,6,1,1258493341,1661,40088783,132,1,288
7900,22,9,410,12,1,1255432572,2615,46667982,0,0,566
7901,9,11,228,2,1,1255432572,2615,1049332,1,0,248
7902,7,9,326,3,1,1255432572,2615,30999748,2,0,572
7903,14,3,560,13,1,1255432572,2615,86740711,3,0,775
7904,12,8,447,11,1,1255432572,2615,47067153,4,0,399
7905,5,6,667,16,1,1255432572,2615,134566957,128,1,769
7906,6,14,240,1,1,1255432572,2615,114915697,129,1,194
7907,13,11,291,1,1,1255432572,2615,83347338,130,1,348
7908,9,5,426,10,1,1255432572,2615,175004770,131,1,527
7909,14,10,458,12,1,1255432572,2615,86847476,132,1,478
7910,5,7,221,4,1,1248863604,1806,13290146,0,0,209
7911,8,10,345,3,1,1248863604,1806,1180671,1,0,427
7912,8,6,412,9,1,1248863604,1806,46667982,2,0,446
7913,10,8,215,1,1,1248863604,1806,30999748,3,0,329
7914,9,6,224,4,1,1248863604,1806,1049332,4,0,257
7915,13,3,455,2,1,1248863604,1806,149884850,128,1,527
7916,14,6,482,11,1,1248863604,1806,127970416,129,1,511
7917,12,4,653,16,1,1248863604,1806,4294967295,130,1,763
7918,4,2,358,3,1,1248863604,1806,135840120,131,1,428
7919,17,6,346,5,1,1248863604,1806,4294967295,132,1,329
7920,1,2,265,1,1,1248820759,1456,4294967295,0,0,292
7921,2,9,147,1,1,1248820759,1456,4294967295,1,0,145
7922,3,7,263,1,1,1248820759,1456,4294967295,2,0,265
7923,4,5,285,1,1,1248820759,1456,25587240,3,0,377
7924,2,10,385,7,1,1248820759,1456,4294967295,4,0,439
7925,9,1,376,2,1,1248820759,1456,4294967295,128,1,288
7926,18,3,664,14,1,1248820759,1456,46667982,129,1,741
7927,2,4,478,3,1,1248820759,1456,30999748,130,1,523
7928,15,1,301,3,1,1248820759,1456,1049332,131,1,232
7929,11,3,579,10,1,1248820759,1456,4294967295,132,1,460
7930,7,3,308,3,1,1248197466,1594,4294967295,0,0,288
7931,2,5,349,7,1,1248197466,1594,129622256,1,0,368
7932,8,8,222,0,1,1248197466,1594,106395415,2,0,202
7933,11,8,259,3,1,1248197466,1594,166493165,3,0,286
7934,8,9,290,2,1,1248197466,1594,141957976,4,0,268
7935,1,2,261,0,1,1248197466,1594,4294967295,128,1,224
7936,20,4,423,8,1,1248197466,1594,46667982,129,1,372
7937,13,4,531,8,1,1248197466,1594,30999748,130,1,525
7938,16,3,418,6,1,1248197466,1594,122273013,131,1,459
7939,15,3,462,8,1,1248197466,1594,180232435,132,1,438
7940,5,9,243,0,1,1228101664,2482,16679631,0,0,298
7941,4,9,369,3,1,1228101664,2482,4294967295,1,0,482
7942,9,8,297,7,1,1228101664,2482,92105440,2,0,384
7943,3,12,279,10,1,1228101664,2482,4294967295,3,0,234
7944,2,9,229,2,1,1228101664,2482,87838747,4,0,227
7945,21,6,345,6,1,1228101664,2482,46667982,128,1,400
7946,19,6,415,9,1,1228101664,2482,30999748,129,1,484
7947,9,3,252,4,1,1228101664,2482,1049332,130,1,333
7948,13,5,686,14,1,1228101664,2482,86740711,131,1,615
7949,14,4,357,9,1,1228101664,2482,6289444,132,1,491
7950,20,3,645,25,1,1218048163,2673,4294967295,0,1,717
7951,21,8,350,5,1,1218048163,2673,4294967295,1,1,515
7952,22,7,367,7,1,1218048163,2673,128024699,2,1,487
7953,23,14,285,3,1,1218048163,2673,70541209,3,1,327
7954,24,10,443,10,1,1218048163,2673,196668672,4,1,654
7955,13,13,338,8,1,1218048163,2673,30999748,128,0,410
7956,10,5,271,8,1,1218048163,2673,94955628,129,0,395
7957,14,17,233,2,1,1218048163,2673,13578002,130,0,241
7958,14,13,361,11,1,1218048163,2673,107509115,131,0,536
7959,17,8,421,12,1,1218048163,2673,46667982,132,0,527
7960,5,10,354,3,1,1145652308,1774,51565062,0,0,402
7961,2,8,384,2,1,1145652308,1774,34918353,1,0,401
7962,3,9,267,3,1,1145652308,1774,54092435,2,0,371
7963,4,4,333,0,1,1145652308,1774,4294967295,3,0,455
7964,4,8,191,2,1,1145652308,1774,93027569,4,0,191
7965,19,3,524,11,1,1145652308,1774,46667982,128,1,646
7966,11,0,726,7,1,1145652308,1774,86740711,129,1,746
7967,9,2,432,8,1,1145652308,1774,6289444,130,1,370
7968,12,3,462,10,1,1145652308,1774,100599348,131,1,566
7969,15,2,293,2,1,1145652308,1774,72363148,132,1,422
7970,17,5,295,2,1,1092165078,3177,1049332,0,1,388
7971,24,4,537,17,1,1092165078,3177,46667982,1,1,612
7972,17,5,429,5,1,1092165078,3177,86740711,2,1,564
7973,18,6,331,5,1,1092165078,3177,6289444,3,1,503
7974,11,5,732,20,1,1092165078,3177,30999748,4,1,612
7975,11,14,272,2,1,1092165078,3177,9745682,128,0,367
7976,12,13,381,4,1,1092165078,3177,67963842,129,0,559
7977,11,9,467,7,1,1092165078,3177,68565698,130,0,444
7978,5,4,441,5,1,1092165078,3177,3830679,131,0,485
7979,10,11,248,4,1,1092165078,3177,84296169,132,0,318
7980,21,0,530,16,1,981364367,2407,46667982,0,1,753
7981,16,9,303,7,1,981364367,2407,30999748,1,1,388
7982,19,5,603,10,1,981364367,2407,86740711,2,1,731
7983,20,5,586,10,1,981364367,2407,6289444,3,1,555
7984,11,5,309,3,1,981364367,2407,66618789,4,1,418
7985,10,5,320,4,1,981364367,2407,187123259,128,0,403
7986,12,15,219,1,1,981364367,2407,95999383,129,0,271
7987,13,9,350,6,1,981364367,2407,116498851,130,0,501
7988,10,10,349,6,1,981364367,2407,183346206,131,0,410
7989,11,9,383,6,1,981364367,2407,76381502,132,0,428
7990,0,3,162,0,1,809822072,1060,4294967295,0,0,129
7991,0,4,255,0,1,809822072,1060,111498873,1,0,33
7992,2,8,188,1,1,809822072,1060,116833535,2,0,116
7993,2,6,509,1,1,809822072,1060,86739970,3,0,202
7994,0,5,201,1,1,809822072,1060,4294967295,4,0,187
7995,4,0,549,3,1,809822072,1060,30999748,128,1,451
7996,9,3,477,5,1,809822072,1060,57286961,129,1,444
7997,7,0,575,9,1,809822072,1060,46667982,130,1,535
7998,3,0,332,2,1,809822072,1060,40088783,131,1,238
7999,5,0,447,7,1,809822072,1060,86740711,132,1,308
8000,4,10,249,2,1,784215777,1375,191550,0,0,276
8001,2,7,196,3,1,784215777,1375,152293722,1,0,143
8002,6,11,181,2,1,784215777,1375,10957922,2,0,238
8003,1,10,290,5,1,784215777,1375,4294967295,3,0,441
8004,5,9,219,1,1,784215777,1375,4294967295,4,0,274
8005,12,2,723,5,1,784215777,1375,4294967295,128,1,599
8006,16,3,640,4,1,784215777,1375,57286961,129,1,643
8007,15,2,488,7,1,784215777,1375,86740711,130,1,457
8008,10,2,726,24,1,784215777,1375,46667982,131,1,841
8009,10,4,462,5,1,784215777,1375,30999748,132,1,402
8010,14,13,389,13,1,714631919,2804,100599348,0,1,589
8011,6,4,503,3,1,714631919,2804,4550302,1,1,613
8012,12,9,406,4,1,714631919,2804,30999748,2,1,383
8013,21,9,514,14,1,714631919,2804,46667982,3,1,694
8014,20,6,494,15,1,714631919,2804,4294967295,4,1,655
8015,12,7,524,13,1,714631919,2804,93874877,128,0,677
8016,12,8,280,2,1,714631919,2804,10441825,129,0,416
8017,13,14,190,1,1,714631919,2804,87403534,130,0,286
8018,10,14,313,17,1,714631919,2804,4474162,131,0,482
8019,7,9,449,8,1,714631919,2804,35920119,132,0,638
8020,0,0,272,1,1,702896657,323,92194960,0,0,272
8021,0,0,177,0,1,702896657,323,98315013,1,0,97
8022,0,0,221,0,1,702896657,323,79776278,2,0,261
8023,0,1,124,0,1,702896657,323,58702963,3,0,132
8024,0,1,195,0,1,702896657,323,120801215,4,0,276
8025,0,0,403,1,1,702896657,323,46667982,128,1,510
8026,0,0,379,0,1,702896657,323,47067153,129,1,430
8027,1,1,167,0,1,702896657,323,4550302,130,1,83
8028,0,0,440,1,1,702896657,323,86740711,131,1,284
8029,1,0,158,0,1,702896657,323,1049332,132,1,140
8030,12,14,424,9,1,664161010,2357,135036610,0,0,475
8031,10,13,210,1,1,664161010,2357,84448818,1,0,202
8032,15,9,288,5,1,664161010,2357,84381727,2,0,374
8033,8,9,433,1,1,664161010,2357,52471078,3,0,426
8034,6,12,399,13,1,664161010,2357,53848550,4,0,513
8035,13,6,520,6,1,664161010,2357,30999748,128,1,630
8036,18,7,472,11,1,664161010,2357,100599348,129,1,567
8037,21,6,421,13,1,664161010,2357,46667982,130,1,526
8038,11,7,494,12,1,664161010,2357,81165440,131,1,674
8039,16,4,654,13,1,664161010,2357,47067153,132,1,830
8040,7,11,312,6,1,521078779,2262,46667982,0,0,273
8041,17,13,360,7,1,521078779,2262,100599348,1,0,401
8042,10,11,378,12,1,521078779,2262,39041503,2,0,463
8043,8,13,349,5,1,521078779,2262,43867380,3,0,422
8044,3,12,201,1,1,521078779,2262,114583945,4,0,224
8045,21,5,466,8,1,521078779,2262,34540767,128,1,563
8046,21,5,426,6,1,521078779,2262,129805072,129,1,613
8047,21,10,357,7,1,521078779,2262,114389354,130,1,471
8048,19,8,578,26,1,521078779,2262,110273157,131,1,826
8049,27,4,493,11,1,521078779,2262,4294967295,132,1,519
8050,7,15,340,11,1,356628452,2677,143781261,0,0,517
8051,16,11,305,10,1,356628452,2677,46667982,1,0,470
8052,10,11,260,2,1,356628452,2677,56379254,2,0,340
8053,17,10,242,5,1,356628452,2677,98400551,3,0,459
8054,7,13,367,6,1,356628452,2677,75983813,4,0,476
8055,18,7,607,16,1,356628452,2677,4294967295,128,1,729
8056,19,12,368,6,1,356628452,2677,19980298,129,1,434
8057,20,5,414,11,1,356628452,2677,9572101,130,1,630
8058,14,8,529,15,1,356628452,2677,4294967295,131,1,705
8059,23,4,409,12,1,356628452,2677,31264228,132,1,552
8060,8,5,301,4,1,243306765,3259,1049332,0,0,420
8061,17,8,286,8,1,243306765,3259,46667982,1,0,359
8062,17,11,279,6,1,243306765,3259,4294967295,2,0,347
8063,12,10,261,3,1,243306765,3259,4294967295,3,0,366
8064,12,8,320,8,1,243306765,3259,31127537,4,0,390
8065,16,4,293,7,1,243306765,3259,4294967295,128,1,438
8066,25,7,409,12,1,243306765,3259,102104899,129,1,552
8067,12,7,337,7,1,243306765,3259,4294967295,130,1,413
8068,19,3,578,10,1,243306765,3259,4294967295,131,1,596
8069,19,9,268,3,1,243306765,3259,110251476,132,1,339
8070,11,1,616,12,1,243291172,1694,103063455,0,1,528
8071,14,3,465,11,1,243291172,1694,4294967295,1,1,522
8072,15,0,415,7,1,243291172,1694,102711613,2,1,436
8073,19,3,590,9,1,243291172,1694,26759028,3,1,469
8074,16,2,413,2,1,243291172,1694,127989125,4,1,392
8075,3,8,175,1,1,243291172,1694,1049332,128,0,203
8076,3,9,183,3,1,243291172,1694,46667982,129,0,212
8077,3,7,224,1,1,243291172,1694,100599348,130,0,298
8078,1,7,128,2,1,243291172,1694,72363148,131,0,203
8079,4,10,185,1,1,243291172,1694,4294967295,132,0,165
8080,5,2,451,2,1,242587475,1674,86951463,0,1,508
8081,4,3,492,4,1,242587475,1674,122383591,1,1,392
8082,7,1,576,9,1,242587475,1674,4294967295,2,1,561
8083,16,4,409,3,1,242587475,1674,83044276,3,1,302
8084,9,4,392,2,1,242587475,1674,93553428,4,1,414
8085,6,5,205,2,1,242587475,1674,1049332,128,0,239
8086,9,6,206,4,1,242587475,1674,46667982,129,0,271
8087,5,3,243,6,1,242587475,1674,86740711,130,0,306
8088,4,4,167,2,1,242587475,1674,72363148,131,0,221
8089,3,3,217,0,1,242587475,1674,4294967295,132,0,286
8090,10,13,318,7,1,236714153,3698,88389204,0,0,374
8091,14,9,249,7,1,236714153,3698,97713842,1,0,327
8092,12,9,319,9,1,236714153,3698,94617081,2,0,404
8093,10,9,293,3,1,236714153,3698,4294967295,3,0,323
8094,5,8,225,3,1,236714153,3698,86742888,4,0,293
8095,29,9,353,15,1,236714153,3698,46667982,128,1,474
8096,14,3,359,4,1,236714153,3698,72363148,129,1,479
8097,16,2,517,6,1,236714153,3698,4294967295,130,1,526
8098,18,10,202,3,1,236714153,3698,1049332,131,1,232
8099,22,5,483,20,1,236714153,3698,86740711,132,1,526
8100,10,8,173,3,1,226738947,3223,1049332,0,0,217
8101,9,5,405,5,1,226738947,3223,100599348,1,0,474
8102,15,8,220,4,1,226738947,3223,46667982,2,0,295
8103,9,10,156,1,1,226738947,3223,72363148,3,0,176
8104,5,4,512,13,1,226738947,3223,86740711,4,0,606
8105,19,4,269,1,1,226738947,3223,40132222,128,1,322
8106,7,10,387,7,1,226738947,3223,51523627,129,1,462
8107,4,2,818,17,1,226738947,3223,1795864,130,1,603
8108,11,6,242,2,1,226738947,3223,74879629,131,1,318
8109,9,6,413,5,1,226738947,3223,42247489,132,1,599
8110,4,13,226,3,1,226524745,1815,4294967295,0,0,294
8111,3,11,191,0,1,226524745,1815,4294967295,1,0,198
8112,2,7,224,3,1,226524745,1815,86412138,2,0,248
8113,1,8,273,2,1,226524745,1815,4294967295,3,0,284
8114,4,10,186,2,1,226524745,1815,107879150,4,0,224
8115,12,0,623,13,1,226524745,1815,4294967295,128,1,806
8116,9,4,527,5,1,226524745,1815,1049332,129,1,556
8117,13,3,365,1,1,226524745,1815,4294967295,130,1,436
8118,19,1,599,15,1,226524745,1815,46667982,131,1,726
8119,4,3,733,15,1,226524745,1815,125398576,132,1,863
8120,12,13,324,4,1,222081030,2373,4294967295,0,0,388
8121,7,8,316,8,1,222081030,2373,49285911,1,0,538
8122,4,6,402,5,1,222081030,2373,4294967295,2,0,498
8123,13,10,329,3,1,222081030,2373,33814364,3,0,432
8124,4,4,377,5,1,222081030,2373,101155508,4,0,459
8125,16,8,279,2,1,222081030,2373,121611681,128,1,402
8126,15,3,603,18,1,222081030,2373,32224628,129,1,734
8127,18,4,412,4,1,222081030,2373,75817009,130,1,592
8128,11,6,426,4,1,222081030,2373,73839208,131,1,556
8129,19,7,394,13,1,222081030,2373,46667982,132,1,595
8130,8,6,346,7,1,171811824,3010,1049332,0,1,469
8131,21,6,433,18,1,171811824,3010,46667982,1,1,657
8132,8,5,331,5,1,171811824,3010,72363148,2,1,381
8133,11,8,487,16,1,171811824,3010,100599348,3,1,651
8134,12,3,662,7,1,171811824,3010,5604248,4,1,665
8135,9,16,187,2,1,171811824,3010,55342207,128,0,233
8136,7,15,209,3,1,171811824,3010,80576313,129,0,313
8137,11,10,282,5,1,171811824,3010,91190292,130,0,488
8138,11,6,358,5,1,171811824,3010,67598473,131,0,602
8139,7,6,428,13,1,171811824,3010,45347233,132,0,598
8140,12,7,389,8,1,168924790,2402,4294967295,0,0,460
8141,17,9,249,4,1,168924790,2402,4294967295,1,0,352
8142,9,6,326,10,1,168924790,2402,97502467,2,0,472
8143,11,6,246,1,1,168924790,2402,29688954,3,0,290
8144,9,10,265,6,1,168924790,2402,4294967295,4,0,372
8145,13,4,657,13,1,168924790,2402,100599348,128,1,837
8146,15,8,276,3,1,168924790,2402,46667982,129,1,348
8147,7,6,320,8,1,168924790,2402,1049332,130,1,386
8148,9,7,294,3,1,168924790,2402,72363148,131,1,370
8149,15,5,315,9,1,168924790,2402,83226341,132,1,506
8150,8,6,400,8,1,154410925,2309,62138332,0,0,481
8151,8,10,273,8,1,154410925,2309,60211376,1,0,403
8152,1,10,211,0,1,154410925,2309,92981178,2,0,242
8153,0,10,114,2,1,154410925,2309,90388913,3,0,165
8154,7,13,194,2,1,154410925,2309,4294967295,4,0,275
8155,24,4,347,7,1,154410925,2309,72363148,128,1,515
8156,15,2,649,25,1,154410925,2309,100599348,129,1,861
8157,9,7,302,7,1,154410925,2309,83226341,130,1,445
8158,8,3,304,4,1,154410925,2309,1049332,131,1,410
8159,13,5,329,6,1,154410925,2309,46667982,132,1,417
8160,13,3,650,25,1,153596523,3028,4294967295,0,1,642
8161,7,6,188,0,1,153596523,3028,87188534,1,1,148
8162,10,10,398,3,1,153596523,3028,31631995,2,1,560
8163,24,6,449,15,1,153596523,3028,46667982,3,1,563
8164,10,14,408,6,1,153596523,3028,4294967295,4,1,591
8165,4,13,349,11,1,153596523,3028,64917948,128,0,522
8166,11,11,300,10,1,153596523,3028,114447364,129,0,432
8167,7,4,289,8,1,153596523,3028,4294967295,130,0,490
8168,12,12,414,5,1,153596523,3028,4294967295,131,0,499
8169,8,11,242,3,1,153596523,3028,115275581,132,0,328
8170,20,6,492,14,1,1810960566,2906,30999748,0,1,534
8171,27,6,399,7,1,1810960566,2906,47067153,1,1,490
8172,8,6,286,3,1,1810960566,2906,1049332,2,1,309
8173,15,0,745,19,1,1810960566,2906,86740711,3,1,669
8174,7,8,288,4,1,1810960566,2906,46667982,4,1,290
8175,4,11,291,1,1,1810960566,2906,4294967295,128,0,301
8176,6,8,527,15,1,1810960566,2906,85601507,129,0,669
8177,7,9,244,3,1,1810960566,2906,66676816,130,0,251
8178,7,9,169,0,1,1810960566,2906,180265830,131,0,184
8179,4,10,366,5,1,1810960566,2906,105864627,132,0,384
8180,22,6,263,2,1,1344366999,2705,93245451,0,1,345
8181,18,8,361,12,1,1344366999,2705,122151053,1,1,486
8182,17,5,610,15,1,1344366999,2705,112713988,2,1,718
8183,21,9,242,2,1,1344366999,2705,172414207,3,1,293
8184,16,5,639,15,1,1344366999,2705,104776326,4,1,718
8185,9,7,178,2,1,1344366999,2705,6289444,128,0,257
8186,14,11,311,1,1,1344366999,2705,46667982,129,0,385
8187,9,8,391,9,1,1344366999,2705,86740711,130,0,465
8188,5,9,335,10,1,1344366999,2705,80581900,131,0,407
8189,6,11,231,7,1,1344366999,2705,17184907,132,0,295
8190,19,9,256,0,1,1306134116,3628,144056125,0,1,377
8191,11,6,422,18,1,1306134116,3628,4294967295,1,1,522
8192,19,6,740,14,1,1306134116,3628,177078628,2,1,535
8193,33,8,563,12,1,1306134116,3628,114985382,3,1,543
8194,12,9,289,8,1,1306134116,3628,4294967295,4,1,375
